selector,type,count,files
.8px,class,1,"components\alalehed\KasutusjuhendBody.jsx"
.send-loader-wrap,class,0,""
.scroll-down-btn,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-msg,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-msg-user,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.34,class,3,"components\TextAnimations\CircularText\CircularText.jsx;package-lock.json;package.json"
.chat-msg-ai,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.62,class,1,"components\admin\RagAdminPanel.jsx"
.chat-menu-icon,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.cs-error,class,1,"components\ChatSidebar.jsx"
.cs-item--active,class,1,"components\ChatSidebar.jsx"
.cs-item--skeleton,class,1,"components\ChatSidebar.jsx"
.cs-skel-title,class,1,"components\ChatSidebar.jsx"
.cs-skel-time,class,1,"components\ChatSidebar.jsx"
.a11y-modal,class,3,"components\accessibility\AccessibilityModal.jsx;components\ui\FancyCheckbox.jsx;components\ui\FancyRadio.jsx"
.a11y-desc,class,0,""
.a11y-fieldset,class,1,"components\accessibility\AccessibilityModal.jsx"
.a11y-legend,class,1,"components\accessibility\AccessibilityModal.jsx"
.text,class,25,"app\api\auth\login-resend-otp\route.js;app\api\auth\login-step1\route.js;app\api\auth\password\reset\route.js;app\api\chat\analyze-file\route.js;app\api\chat\conversations\route.js;app\api\chat\route.js;app\api\chat\run\route.js;app\api\profile\route.js;app\api\rag\selftest\route.js;app\api\rag\[...path]\route.js;app\api\register\route.js;app\api\verify-email\route.js;auth.js;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\effects\TextAnimations\ShinyText\ShinyText.jsx;components\LoginModal.jsx;components\TextAnimations\CircularText\CircularText.jsx;components\ui\FancyCheckbox.jsx;components\ui\FancyRadio.jsx;lib\mailer.js;messages\backup en.json;messages\en.json;rag-service\main.py"
.a11y-actions,class,1,"components\accessibility\AccessibilityModal.jsx"
.skip-link,class,1,"app\layout.js"
.circular-text-line,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.circular-text-svg,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.word1,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.word2,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.word3,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.a11y-open-btn,class,0,""
.a11y-modal-backdrop,class,1,"components\accessibility\AccessibilityModal.jsx"
.72,class,2,"components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.a11y-options,class,1,"components\accessibility\AccessibilityModal.jsx"
.a11y-checkbox,class,0,""
.a11y-close,class,1,"components\accessibility\AccessibilityModal.jsx"
.68em,class,0,""
.76em,class,0,""
.26em,class,0,""
.desc-ring-left,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.desc-ring-right,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.btn-spacing-accessibility,class,1,"components\accessibility\AccessibilityModal.jsx"
.guide-card,class,1,"components\alalehed\KasutusjuhendBody.jsx"
.guide-content,class,1,"components\alalehed\KasutusjuhendBody.jsx"
.doc-body,class,2,"components\alalehed\KasutustingimusedBody.jsx;components\alalehed\PrivaatsusBody.jsx"
.doc-section-heading,class,3,"components\alalehed\KasutusjuhendBody.jsx;components\alalehed\KasutustingimusedBody.jsx;components\alalehed\PrivaatsusBody.jsx"
.glass-h3,class,1,"components\alalehed\KasutusjuhendBody.jsx"
#F2F1EF,id,0,""
#EDEAE6,id,0,""
#B7B1A7,id,0,""
#0d111b,id,2,"app\layout.js;components\Space.jsx"
#070b16,id,1,"components\Space.jsx"
#c57171,id,0,""
#c18a8a,id,0,""
#e2abaa,id,0,""
#F8F8F7,id,0,""
#ECEBE9,id,0,""
#E6E5E3,id,1,"components\ui\FancyRadio.jsx"
#DFDEDA,id,0,""
#C9C7C2,id,1,"components\ui\FancyCheckbox.jsx"
#AFAAA3,id,0,""
#7E7970,id,0,""
#55514C,id,0,""
#323232,id,0,""
#f2f2f2,id,0,""
#f1dfcd,id,0,""
#228794,id,0,""
#fff,id,0,""
#c05e5e,id,0,""
#e1a0a0,id,0,""
#c1a379,id,0,""
#e1cbb9,id,0,""
#f2e3d4,id,0,""
#meist-title,id,1,"components\alalehed\MeistBody.jsx"
#profile-title,id,1,"components\alalehed\ProfiilBody.jsx"
#f7f9ff,id,0,""
#d9dde8,id,0,""
#E7D9D4CC,id,0,""
#pin,id,18,"app\api\auth\login-step1\route.js;app\api\auth\password\reset\route.js;app\api\chat\conversations\route.js;app\api\register\route.js;app\taasta-parool\[token]\ResetPasswordForm.jsx;auth.js;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\UuendaEpostiBody.jsx;components\LoginModal.jsx;lib\auth\pin-login.js;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;temp_et_head.json"
#e2d1c3,id,0,""
#a72424,id,0,""
#ad3636,id,0,""
#fffbe0,id,0,""
#e1c6af,id,0,""
#bfa1771e,id,0,""
#e8fae0,id,0,""
#217a2e,id,0,""
#ffe2e0,id,0,""
#bb3333,id,0,""
#f8f4f0,id,0,""
#343434,id,0,""
#bg-layer,id,2,"components\accessibility\AccessibilityProvider.jsx;components\backgrounds\BackgroundLayer.jsx"
#C04848,id,0,""
#FF7B7B,id,0,""
#fecaca,id,0,""
#c46464,id,0,""
#252532,id,0,""
#16151c,id,0,""
#403f4e,id,0,""
#32303e,id,0,""
#3b3a4e,id,0,""
#272733,id,0,""
#424151,id,0,""
#0f0e17,id,0,""
#ef565f,id,0,""
#60d480,id,0,""
#020617,id,0,""
#f8fafc,id,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
#fff5f7,id,0,""
#e5efff,id,0,""
#c39a9a,id,0,""
#272626,id,0,""
#C8C3BA,id,0,""
#d0adad,id,0,""
#000,id,0,""
#ffea00,id,0,""
#FFFFFF,id,0,""
#F2F2F2,id,0,""
#E8E8E8,id,0,""
#E6E6E6,id,0,""
#111111,id,0,""
#000000,id,0,""
#EFEFEF,id,0,""
#0f0f0f,id,0,""
#ffffff,id,1,"components\admin\RagAdminPanel.jsx"
#222222,id,0,""
#fff066,id,0,""
#nav-meist,id,1,"components\HomePage.jsx"
#222,id,0,""
#main,id,24,"app\layout.js;app\vestlus\page.js;components\accessibility\AccessibilityProvider.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\MeistBody.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\TellimusBody.jsx;components\backgrounds\ColorBends.jsx;components\backgrounds\Particles.jsx;components\effects\Backgrounds\FloatingLines\FloatingLines.jsx;components\HomePage.jsx;components\SplashCursor.jsx;components\ViewportLayoutSetter.jsx;docs\RAG_SETUP.md;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;package.json;temp_et_head.json"
