name,definitions,distinct_values,top_values
--wellbeing-text,7,3,"rgba(255, 255, 255, 0.9) [1 files] || rgba(0, 0, 0, 0.9) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--app-chrome-bg-image,6,6,"radial-gradient( ellipse at top, #2b3037 0%, #111418 100% ) [1 files] || linear-gradient(180deg, #f4f2ee 0%, #e9e6df 100%) [1 files] || linear-gradient( 180deg, var(--mid-bg-top, #9f807a) 0%, var(--mid-bg-mid, #7e5f58) 58%, var(--mid-bg-bottom, #644843) 100% ) [1 files] || radial-gradient( ellipse at top, #1b2735 0%, #090a0f 100% ) [1 files] || linear-gradient( 180deg, var(--mono-bg-top, #2f2f2f) 0%, var(--mono-bg-mid, #1f1f1f) 54%, var(--mono-bg-bottom, #101010) 100% ) [1 files]"
--covision-card-bg,6,6,"var(--workspace-elevated-card-bg, rgba(255, 255, 255, 0.075)) [1 files] || rgba(255, 255, 255, 0.84) [1 files] || rgba(255, 250, 248, 0.72) [1 files] || var(--workspace-elevated-card-bg, rgba(27, 31, 37, 0.88)) [1 files] || var(--workspace-elevated-card-bg, rgba(20, 30, 43, 0.86)) [1 files]"
--covision-card-border,6,6,"rgba(248, 253, 255, 0.12) [1 files] || rgba(122, 58, 56, 0.14) [1 files] || rgba(126, 95, 88, 0.18) [1 files] || rgba(248, 253, 255, 0.11) [1 files] || rgba(216, 226, 235, 0.14) [1 files]"
--covision-card-hover-bg,6,6,"var(--workspace-elevated-card-bg-hover, rgba(255, 255, 255, 0.095)) [1 files] || rgba(255, 255, 255, 0.94) [1 files] || rgba(255, 250, 248, 0.86) [1 files] || var(--workspace-elevated-card-bg-hover, rgba(34, 37, 42, 0.9)) [1 files] || var(--workspace-elevated-card-bg-hover, rgba(26, 38, 54, 0.88)) [1 files]"
--covision-chip-bg,6,6,"rgba(255, 255, 255, 0.06) [1 files] || rgba(255, 255, 255, 0.64) [1 files] || rgba(253, 250, 249, 0.34) [1 files] || rgba(255, 255, 255, 0.055) [1 files] || rgba(220, 236, 255, 0.06) [1 files]"
--covision-chip-border,6,6,"rgba(248, 253, 255, 0.16) [1 files] || rgba(122, 58, 56, 0.16) [1 files] || rgba(126, 95, 88, 0.18) [1 files] || rgba(248, 253, 255, 0.15) [1 files] || rgba(216, 226, 235, 0.16) [1 files]"
--covision-muted,6,6,"rgba(226, 232, 240, 0.86) [1 files] || #44546a [1 files] || #445067 [1 files] || rgba(226, 232, 240, 0.76) [1 files] || rgba(215, 226, 245, 0.84) [1 files]"
--covision-strong-text,6,6,"var(--covision-text) [1 files] || #1d2939 [1 files] || #202a3a [1 files] || var(--pt-80, #f8fbff) [1 files] || #f3f8ff [1 files]"
--covision-text,6,6,"var(--subpage-card-text, var(--glass-modal-text, #f2f7ff)) [1 files] || #253246 [1 files] || #263244 [1 files] || var(--pt-120, #eef2f8) [1 files] || rgba(234, 238, 245, 0.94) [1 files]"
--cursor-default,6,6,"url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2224%22%20height%3D%2224%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 3 2, auto [1 files]"
--cursor-default-backup,6,6,"url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto [1 files] || url(""data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2226%22%20height%3D%2226%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 3 2, auto [1 files]"
--cursor-pointer,6,6,"url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='32' height='32' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 5 2, pointer [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='26' height='26' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, pointer [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='32' height='32' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 5 2, pointer [1 files] || url(""data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='26' height='26' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, pointer [1 files] || url(""data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2226%22%20height%3D%2226%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 4 2, pointer [1 files]"
--documents-accent,6,6,var(--mono-title) [1 files] || var(--hc-accent) [1 files] || #c57171 [1 files] || #7a3a38 [1 files] || #8d4d4a [1 files]
--documents-accent-border,6,6,"rgba(var(--mono-light-rgb), 0.2) [1 files] || rgba(255, 234, 0, 0.66) [1 files] || rgba(197, 113, 113, 0.34) [1 files] || rgba(122, 58, 56, 0.16) [1 files] || rgba(141, 77, 74, 0.34) [1 files]"
--documents-accent-soft,6,6,"rgba(var(--mono-mid-rgb), 0.14) [1 files] || rgba(255, 234, 0, 0.1) [1 files] || rgba(197, 113, 113, 0.18) [1 files] || rgba(255, 248, 246, 0.9) [1 files] || rgba(255, 244, 241, 0.62) [1 files]"
--documents-chip-bg,6,6,"var(--mono-orbit-surface) [1 files] || rgba(14, 20, 32, 0.42) [1 files] || var(--panel-secondary-bg) [1 files] || color-mix(in srgb, rgba(13, 19, 30, 0.8) 86%, rgba(20, 32, 54, 0.56) 14%) [1 files] || rgba(37, 39, 44, 0.985) [1 files]"
--documents-error-bg,6,6,"rgba(42, 30, 30, 0.92) [1 files] || rgba(14, 20, 32, 0.5) [1 files] || rgba(127, 29, 29, 0.18) [1 files] || rgba(254, 242, 242, 0.9) [1 files] || rgba(31, 33, 38, 0.985) [1 files]"
--documents-error-border,6,6,"rgba(197, 113, 113, 0.22) [1 files] || rgba(255, 234, 0, 0.6) [1 files] || rgba(248, 113, 113, 0.24) [1 files] || rgba(248, 113, 113, 0.3) [1 files] || rgba(255, 255, 255, 0.06) [1 files]"
--documents-info-bg,6,6,"rgba(34, 34, 34, 0.92) [1 files] || rgba(14, 20, 32, 0.5) [1 files] || rgba(12, 74, 110, 0.18) [1 files] || rgba(224, 242, 254, 0.82) [1 files] || rgba(31, 33, 38, 0.985) [1 files]"
--documents-info-border,6,6,"rgba(var(--mono-mid-rgb), 0.12) [1 files] || rgba(255, 234, 0, 0.6) [1 files] || rgba(125, 211, 252, 0.24) [1 files] || rgba(125, 211, 252, 0.32) [1 files] || rgba(255, 255, 255, 0.06) [1 files]"
--documents-success-bg,6,6,"rgba(34, 34, 34, 0.92) [1 files] || rgba(14, 20, 32, 0.5) [1 files] || rgba(20, 83, 45, 0.22) [1 files] || rgba(220, 252, 231, 0.92) [1 files] || rgba(31, 33, 38, 0.985) [1 files]"
--documents-success-border,6,6,"rgba(var(--mono-mid-rgb), 0.12) [1 files] || rgba(255, 234, 0, 0.6) [1 files] || rgba(74, 222, 128, 0.22) [1 files] || rgba(74, 222, 128, 0.3) [1 files] || rgba(255, 255, 255, 0.06) [1 files]"
--documents-warning-bg,6,6,"rgba(34, 34, 34, 0.92) [1 files] || rgba(14, 20, 32, 0.5) [1 files] || rgba(120, 53, 15, 0.16) [1 files] || rgba(254, 249, 195, 0.92) [1 files] || rgba(31, 33, 38, 0.985) [1 files]"
--documents-warning-border,6,6,"rgba(var(--mono-mid-rgb), 0.12) [1 files] || rgba(255, 234, 0, 0.6) [1 files] || rgba(251, 191, 36, 0.24) [1 files] || rgba(217, 119, 6, 0.24) [1 files] || rgba(255, 255, 255, 0.06) [1 files]"
--drawer-delete-bg-hover,6,6,"rgba(var(--hc-accent-rgb), 0.18) [1 files] || rgba(48, 16, 20, 0.42) [1 files] || rgba(255, 250, 248, 0.62) [1 files] || rgba(250, 244, 242, 0.24) [1 files] || rgba(42, 42, 42, 0.58) [1 files]"
--drawer-delete-border-hover,6,6,"rgba(var(--hc-accent-rgb), 0.92) [1 files] || rgba(255, 120, 120, 0.56) [1 files] || rgba(197, 113, 113, 0.48) [1 files] || rgba(186, 104, 100, 0.48) [1 files] || rgba(230, 230, 230, 0.24) [1 files]"
--glass-ring-glow-dark,6,6,"0 10px 20px -18px rgba(248, 253, 255, 0.2), 0 20px 32px -28px rgba(248, 253, 255, 0.1) [1 files] || 0 0 16px rgba(255, 234, 0, 0.18), 0 0 30px rgba(255, 234, 0, 0.1), 0 10px 20px -16px rgba(255, 234, 0, 0.16) [1 files] || 0 14px 24px -12px rgba(44, 28, 25, 0.3) [1 files] || 0 10px 20px -16px rgba(230, 230, 230, 0.16), 0 20px 34px -25px rgba(230, 230, 230, 0.1) [1 files] || 0 10px 18px -15px rgba(214, 231, 255, 0.18), 0 20px 32px -24px rgba(120, 168, 230, 0.1) [1 files]"
--opaque-panel-text,6,6,"var(--pt-120) [1 files] || #334155 [1 files] || #2f3a4a [1 files] || rgba(245, 245, 245, 0.94) [1 files] || rgba(234, 238, 245, 0.94) [1 files]"
--service-map-marker-ring,6,6,"rgba(15, 23, 42, 0.52) [1 files] || rgba(22, 65, 104, 0.92) [1 files] || rgba(10, 94, 77, 0.94) [1 files] || rgba(146, 64, 14, 0.95) [1 files] || rgba(111, 36, 78, 0.94) [1 files]"
--service-map-popup-glass-bg,6,6,"rgb(255, 255, 255) [1 files] || rgb(242, 232, 228) [1 files] || var( --chat-card-surface-night-standard-flat-bg, var(--workspace-elevated-card-bg) ) [1 files] || var( --mono-floating-surface, var(--workspace-elevated-card-bg) ) [1 files] || var( --chat-card-surface-standard-flat-bg, var(--workspace-elevated-card-bg) ) [1 files]"
--app-chrome-bg,6,5,#10151d [1 files] || #f4f2ee [1 files] || #6f5853 [1 files] || #0e1420 [1 files] || #101010 [1 files]
--back-dot-color,6,5,var(--mono-title) [1 files] || #7a3a38 [1 files] || #9f4643 [1 files] || #d57b77 [1 files] || #e08a86 [1 files]
--chat-window-fade-top-focus,6,5,"clamp(0.42rem, 1.1vh, 0.72rem) [1 files] || clamp(0.92rem, 2.08vh, 1.46rem) [1 files] || clamp(0.78rem, 1.75vh, 1.18rem) [1 files] || clamp(0.82rem, 1.84vh, 1.3rem) [1 files] || clamp(0.86rem, 1.94vh, 1.36rem) [1 files]"
--covision-card-border-strong,6,5,"rgba(248, 253, 255, 0.18) [1 files] || rgba(122, 58, 56, 0.22) [1 files] || rgba(126, 95, 88, 0.26) [1 files] || rgba(226, 232, 238, 0.2) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-chip-active-bg,6,5,"rgba(197, 113, 113, 0.2) [1 files] || rgba(122, 58, 56, 0.1) [1 files] || rgba(122, 58, 56, 0.11) [1 files] || rgba(197, 113, 113, 0.18) [1 files] || rgba(255, 234, 0, 0.16) [1 files]"
--covision-chip-active-border,6,5,"rgba(122, 58, 56, 0.34) [1 files] || rgba(197, 113, 113, 0.52) [1 files] || rgba(197, 113, 113, 0.46) [1 files] || rgba(197, 113, 113, 0.42) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-panel-bg,6,5,"transparent [2 files] || var(--subpage-card-bg) [1 files] || rgba(255, 255, 255, 0.82) [1 files] || rgba(255, 250, 248, 0.74) [1 files] || var(--workspace-elevated-card-bg, var(--hc-panel-bg, var(--covision-surface-bg))) [1 files]"
--documents-page-text,6,5,var(--glass-modal-text) [1 files] || var(--mono-text) [1 files] || var(--hc-accent) [1 files] || var(--text-strong) [1 files] || var(--pt-150) [1 files]
--drawer-delete-text-hover,6,5,"#9a534d [2 files] || #fff7b0 [1 files] || rgba(255, 230, 230, 0.98) [1 files] || var(--mono-icon) [1 files] || rgba(255, 232, 232, 0.98) [1 files]"
--home-title-color,6,5,var(--mono-title) [2 files] || #7a3a38 [1 files] || var(--home-scroll-cue-color) [1 files] || #c57171 [1 files] || var(--hc-accent) [1 files]
--mobile-header-title-top,6,5,1.94rem [2 files] || 0.98rem [1 files] || 0.7rem [1 files] || 1.76rem [1 files] || 1.72rem [1 files]
--page-info-bg,6,5,"#151c27 [1 files] || #eee5e1 [1 files] || #e6dad6 [1 files] || #111b28 [1 files] || var(--hc-bg, #090a0f) [1 files]"
--page-info-border,6,5,"rgba(248, 253, 255, 0.16) [1 files] || rgba(122, 58, 56, 0.18) [1 files] || rgba(126, 95, 88, 0.2) [1 files] || rgba(216, 226, 235, 0.18) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--page-info-close-bg,6,5,"rgba(255, 255, 255, 0.055) [1 files] || rgba(255, 255, 255, 0.36) [1 files] || rgba(255, 250, 248, 0.42) [1 files] || rgba(220, 236, 255, 0.06) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--page-info-close-bg-hover,6,5,"rgba(255, 255, 255, 0.095) [1 files] || rgba(255, 255, 255, 0.58) [1 files] || rgba(255, 250, 248, 0.62) [1 files] || rgba(220, 236, 255, 0.11) [1 files] || rgba(255, 234, 0, 0.12) [1 files]"
--page-info-shadow,6,5,"0 20px 46px rgba(0, 0, 0, 0.34) [1 files] || 0 20px 44px rgba(82, 50, 46, 0.18) [1 files] || 0 20px 44px rgba(38, 24, 22, 0.2) [1 files] || 0 20px 46px rgba(0, 0, 0, 0.38) [1 files] || none [1 files]"
--page-info-strong,6,5,"#f6f9ff [1 files] || #1d2939 [1 files] || #202a3a [1 files] || #f3f8ff [1 files] || var(--hc-accent, #ffea00) [1 files]"
--page-info-text,6,5,"rgba(242, 247, 255, 0.96) [1 files] || #253246 [1 files] || #263244 [1 files] || rgba(234, 238, 245, 0.96) [1 files] || var(--hc-text, #eef4ff) [1 files]"
--seg-card-border-hover,6,5,"var(--seg-card-border) [2 files] || rgba(var(--hc-accent-rgb), 0.9) [1 files] || rgba(255, 234, 0, 0.9) [1 files] || transparent [1 files] || rgba(126, 95, 88, 0.16) [1 files]"
--seg-radio-dot-shadow,6,5,"0 0 8px rgba(var(--hc-accent-rgb),0.34) [1 files] || 0 0 8px rgba(var(--hc-accent-rgb), 0.32) [1 files] || none [1 files] || 0 0 8px rgba(119, 119, 119, 0.24) [1 files] || 0 0 8px rgba(248, 253, 255, 0.28) [1 files]"
--service-map-marker-fill,6,5,#475569 [1 files] || #2f5f8f [1 files] || #168a72 [1 files] || #b45309 [1 files] || #a23b72 [1 files]
--workspace-feature-border,6,5,"rgba(var(--mono-light-rgb), 0.12) [1 files] || var(--subpage-card-border, color-mix(in srgb, var(--workspace-feature-text) 14%, transparent)) [1 files] || rgba(97, 111, 132, 0.24) [1 files] || var(--hc-accent, #ffea00) [1 files] || rgba(var(--hc-accent-rgb),0.66) [1 files]"
--workspace-feature-border-strong,6,5,"rgba(var(--mono-light-rgb), 0.2) [1 files] || var( --subpage-card-border-hover, color-mix(in srgb, var(--workspace-feature-text) 22%, transparent) ) [1 files] || rgba(97, 111, 132, 0.38) [1 files] || var(--hc-accent, #ffea00) [1 files] || rgba(var(--hc-accent-rgb),0.9) [1 files]"
--back-arrow-color,6,4,#d57b77 [1 files] || var(--mono-title) [1 files] || #c57171 [1 files] || #e08a86 [1 files]
--documents-heading-color,6,4,#cd8585 [1 files] || #8a4b49 [1 files] || var(--mono-title) [1 files] || var(--hc-accent) [1 files]
--home-card-dark-opacity,6,4,0.68 [3 files] || 0.85 [1 files] || 0.81 [1 files] || 0.76 [1 files]
--rail-tooltip-text,6,3,var(--subpage-card-text) [4 files] || var(--hc-accent) [1 files] || var(--chat-invite-text) [1 files]
--workspace-guide-panel-overscan-bottom,6,3,"clamp(1.05rem, 2.4vh, 1.45rem) [3 files] || var(--policy-scroll-overscan-bottom) [1 files] || calc( var(--mobile-safe-bottom, env(safe-area-inset-bottom, 0px)) + clamp(0.9rem, 2.2vh, 1.35rem) ) [1 files]"
--hc-focus-ring,6,2,"rgba(var(--hc-accent-rgb),0.58) [1 files] || rgba(255, 234, 0, 0.58) [1 files]"
--home-card-light-opacity,6,2,0.78 [4 files] || 0.74 [1 files]
--btn-primary-hover-brightness,5,5,1.04 [1 files] || 1 [1 files] || 1.035 [1 files] || 1.038 [1 files] || 1.015 [1 files]
--covision-secondary-button-bg,5,5,"rgba(255, 255, 255, 0.05) [1 files] || rgba(255, 255, 255, 0.64) [1 files] || rgba(255, 250, 248, 0.78) [1 files] || rgba(220, 236, 255, 0.055) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--covision-secondary-button-bg-hover,5,5,"rgba(255, 255, 255, 0.09) [1 files] || rgba(255, 255, 255, 0.82) [1 files] || rgba(255, 250, 248, 0.92) [1 files] || rgba(220, 236, 255, 0.095) [1 files] || rgba(255, 234, 0, 0.12) [1 files]"
--covision-secondary-button-border,5,5,"rgba(248, 253, 255, 0.18) [1 files] || rgba(122, 58, 56, 0.16) [1 files] || rgba(126, 95, 88, 0.18) [1 files] || rgba(216, 226, 235, 0.16) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--documents-elevated-border,5,5,"rgba(var(--mono-mid-rgb), 0.14) [1 files] || color-mix(in srgb, var(--documents-card-border) 70%, var(--documents-accent-border) 30%) [1 files] || rgba(122, 58, 56, 0.14) [1 files] || rgba(141, 77, 74, 0.2) [1 files] || rgba(133, 164, 216, 0.22) [1 files]"
--documents-elevated-border-hover,5,5,"rgba(var(--mono-light-rgb), 0.2) [1 files] || color-mix(in srgb, var(--documents-card-border) 54%, var(--documents-accent-border) 46%) [1 files] || rgba(122, 58, 56, 0.22) [1 files] || rgba(141, 77, 74, 0.3) [1 files] || rgba(205, 133, 133, 0.34) [1 files]"
--documents-elevated-shadow,5,5,"var(--subpage-card-shadow) [1 files] || inset 0 1px 0 rgba(255, 255, 255, 0.1), var(--documents-soft-shadow) [1 files] || inset 0 0 0 1px rgba(255, 255, 255, 0.42), 0 8px 20px rgba(82, 50, 46, 0.08) [1 files] || inset 0 0 0 1px rgba(255, 255, 255, 0.24), 0 8px 20px rgba(88, 66, 54, 0.08) [1 files] || inset 0 1px 0 rgba(255, 255, 255, 0.095), 0 12px 28px rgba(2, 6, 16, 0.18) [1 files]"
--glass-analysis-bg,5,5,"rgb(26, 29, 34) [1 files] || rgb(8, 9, 12) [1 files] || rgb(249, 249, 248) [1 files] || var(--mid-utility-panel-bg) [1 files] || rgb(18, 26, 40) [1 files]"
--glass-modal-text,5,5,"var(--hc-accent) [1 files] || var(--chat-invite-text) [1 files] || #2c3340 [1 files] || var(--glass-surface-text) [1 files] || var(--glass-surface-text, #f2f2f2) [1 files]"
--glass-ring-edge-stroke-desktop,5,5,"conic-gradient( from -104deg at 50% 50%, rgba(242, 247, 255, 0) 0deg, rgba(242, 247, 255, 0) 14deg, rgba(242, 247, 255, 0.024) 26deg, rgba(242, 247, 255, 0.09) 38deg, rgba(242, 247, 255, 0.19) 46deg, rgba(242, 247, 255, 0.32) 54deg, rgba(242, 247, 255, 0.4) 60deg, rgba(242, 247, 255, 0.26) 70deg, rgba(242, 247, 255, 0.11) 82deg, rgba(242, 247, 255, 0.028) 94deg, rgba(242, 247, 255, 0) 108deg, rgba(242, 247, 255, 0) 360deg ) [1 files] || conic-gradient( from -104deg at 50% 50%, rgba(255, 248, 186, 0) 0deg, rgba(255, 248, 186, 0) 14deg, rgba(255, 248, 186, 0.028) 26deg, rgba(255, 248, 186, 0.09) 38deg, rgba(255, 248, 186, 0.18) 46deg, rgba(255, 248, 186, 0.3) 54deg, rgba(255, 248, 186, 0.38) 60deg, rgba(255, 248, 186, 0.25) 70deg, rgba(255, 248, 186, 0.11) 82deg, rgba(255, 248, 186, 0.028) 94deg, rgba(255, 248, 186, 0) 108deg, rgba(255, 248, 186, 0) 360deg ) [1 files] || conic-gradient( from -104deg at 50% 50%, rgba(255, 255, 255, 0) 0deg, rgba(255, 255, 255, 0) 14deg, rgba(255, 252, 250, 0.024) 26deg, rgba(255, 251, 248, 0.084) 38deg, rgba(255, 251, 248, 0.18) 46deg, rgba(255, 250, 247, 0.3) 54deg, rgba(255, 250, 247, 0.36) 60deg, rgba(255, 248, 245, 0.24) 70deg, rgba(255, 246, 243, 0.1) 82deg, rgba(255, 244, 241, 0.026) 94deg, rgba(255, 255, 255, 0) 108deg, rgba(255, 255, 255, 0) 360deg ) [1 files] || conic-gradient( from -104deg at 50% 50%, rgba(214, 214, 214, 0) 0deg, rgba(214, 214, 214, 0) 14deg, rgba(214, 214, 214, 0.018) 26deg, rgba(214, 214, 214, 0.07) 38deg, rgba(214, 214, 214, 0.14) 46deg, rgba(214, 214, 214, 0.24) 54deg, rgba(214, 214, 214, 0.3) 60deg, rgba(214, 214, 214, 0.2) 70deg, rgba(214, 214, 214, 0.09) 82deg, rgba(214, 214, 214, 0.022) 94deg, rgba(214, 214, 214, 0) 108deg, rgba(214, 214, 214, 0) 360deg ) [1 files] || conic-gradient( from -104deg at 50% 50%, rgba(214, 231, 255, 0) 0deg, rgba(214, 231, 255, 0) 14deg, rgba(214, 231, 255, 0.026) 26deg, rgba(214, 231, 255, 0.095) 38deg, rgba(214, 231, 255, 0.2) 46deg, rgba(214, 231, 255, 0.34) 54deg, rgba(214, 231, 255, 0.44) 60deg, rgba(214, 231, 255, 0.28) 70deg, rgba(214, 231, 255, 0.12) 82deg, rgba(214, 231, 255, 0.03) 94deg, rgba(214, 231, 255, 0) 108deg, rgba(214, 231, 255, 0) 360deg ) [1 files]"
--glass-ring-edge-stroke-opacity-desktop,5,5,0.78 [1 files] || 0.7 [1 files] || 0.95 [1 files] || 0.82 [1 files] || 0.76 [1 files]
--glass-surface-text,5,5,"var(--hc-accent) [1 files] || var(--hc-text) [1 files] || #2b2620 [1 files] || #2c3340 [1 files] || rgba(245, 245, 245, 0.94) [1 files]"
--home-browser-base-bg,5,5,"linear-gradient(180deg, #f4f2ee 0%, #e9e6df 100%) [1 files] || linear-gradient( 180deg, var(--mid-bg-top) 0%, var(--mid-bg-mid) 58%, var(--mid-bg-bottom) 100% ) [1 files] || radial-gradient( ellipse at top, #1b2735 0%, #090a0f 100% ) [1 files] || linear-gradient( 180deg, var(--mono-bg-top, #2f2f2f) 0%, var(--mono-bg-mid, #1f1f1f) 54%, var(--mono-bg-bottom, #101010) 100% ) [1 files] || radial-gradient( ellipse at top, #2b3037 0%, #111418 100% ) [1 files]"
